Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:02147004


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2147004;1;01/01/1998;1;63,6;250,4;26;15;1;1;1;0;0;0,0;0,0;0,0;24,3;0,0;0,0;0,0;16,2;25,2;0,0;1,6;0,0;10,5;16,3;0,0;0,0;18,8;20,5;13,7;0,0;12,0;0,0;0,0;8,5;0,0;63,6;0,6;3,6;15,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/12/1997;1;23,3;128,8;7;15;1;1;1;0;0;0,0;18,6;2,0;0,0;0,0;0,0;23,3;0,0;6,3;0,0;8,0;0,0;16,3;12,8;10,4;2,7;0,0;0,0;2,1;0,0;0,0;9,9;0,0;0,0;0,0;0,8;3,0;0,0;6,3;0,0;6,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/11/1997;1;63,5;284,9;13;17;1;1;1;0;0;11,5;0,0;0,0;0,0;11,5;7,7;1,8;0,0;0,0;0,0;8,5;0,0;63,5;5,0;7,1;8,7;21,1;4,6;34,8;0,0;0,0;16,4;0,0;0,0;0,0;14,5;8,0;49,0;11,2;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/10/1997;1;36,4;110,7;20;8;1;1;1;0;0;0,0;4,5;0,0;0,0;0,0;0,0;16,0;0,0;10,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;36,4;12,1;26,2;0,0;0,0;0,0;0,0;4,3;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/09/1997;1;15,8;17,6;21;3;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,0;15,8;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/08/1997;1;0,0;0,0;0;0;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/07/1997;1;4,8;4,8;22;1;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/06/1997;1;51,0;170,3;6;7;1;1;1;0;0;0,0;0,0;0,0;28,0;9,1;51,0;0,0;0,0;0,0;0,0;18,5;0,0;0,0;24,0;10,0;29,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/05/1997;1;65,7;104,1;25;5;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,5;8,1;0,0;0,0;0,0;0,0;0,0;13,1;0,0;65,7;0,0;0,0;0,0;13,7;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/04/1997;1;70,5;100,4;21;6;1;1;1;0;0;13,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,5;5,4;0,0;0,0;70,5;0,0;0,0;4,0;0,0;0,3;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/03/1997;1;22,9;69,0;3;11;1;1;1;;;0,5;3,3;22,9;6,5;6,7;5,1;0,0;0,0;13,1;0,0;0,0;0,0;0,0;4,0;0,0;2,7;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2147004;1;01/02/1997;1;27,0;181,6;2;17;1;1;1;0;0;0,0;27,0;17,6;13,3;6,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;12,5;17,6;1,7;15,4;6,0;16,1;0,4;0,0;0,0;0,0;0,0;4,7;0,2;15,1;20,5;6,5;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2147004;1;01/01/1997;1;68,9;405,2;3;21;1;1;1;0;0;50,0;37,0;68,9;4,9;7,7;0,0;0,0;0,0;49,7;4,3;14,0;1,2;5,6;0,0;0,0;3,3;0,0;6,1;27,4;0,0;0,0;0,0;4,9;27,4;32,9;5,9;38,9;2,0;12,0;0,0;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/12/1996;1;63,8;249,0;20;20;1;1;1;0;0;0,0;0,5;0,0;0,0;0,0;0,5;6,7;8,0;18,2;0,0;0,5;0,9;13,0;6,3;0,0;0,0;1,5;0,5;0,0;63,8;10,0;8,8;14,4;35,3;0,0;0,0;0,5;0,0;43,0;10,8;5,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/11/1996;1;28,7;190,2;20;12;1;1;1;0;0;25,0;1,0;1,5;14,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,0;20,0;3,8;0,0;28,0;28,7;27,5;22,5;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/10/1996;1;53,2;154,5;25;12;1;1;1;0;0;0,0;0,0;10,0;10,7;0,0;0,0;2,2;0,0;0,0;0,0;18,0;0,0;0,0;9,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;11,5;0,6;53,2;0,0;36,8;0,8;0,0;0,0;0,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/09/1996;1;27,7;92,3;10;9;1;1;1;0;0;0,0;5,4;0,0;27,1;6,2;14,5;0,0;0,0;0,0;27,7;6,0;1,1;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/08/1996;1;14,4;16,2;11;2;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,4;0,0;0,0;0,0;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/07/1996;1;0,5;0,5;3;1;1;1;1;0;0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/06/1996;1;16,9;25,8;29;2;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,9;16,9;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/05/1996;1;35,5;80,5;16;6;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,3;0,0;0,0;0,0;0,0;3,9;35,5;0,0;28,1;7,9;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/04/1996;1;15,7;35,7;17;5;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,8;0,0;0,0;0,0;7,0;15,7;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/03/1996;1;19,8;152,0;9;18;1;1;1;0;0;0,0;2,1;0,0;0,0;0,0;4,7;7,3;8,5;19,8;14,8;0,0;6,6;0,5;16,2;0,0;0,0;4,9;7,4;2,0;0,0;0,2;15,1;5,5;13,7;0,0;0,0;0,0;5,0;0,0;0,0;17,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/02/1996;1;69,5;177,2;10;16;1;1;1;0;0;0,0;0,5;0,8;5,2;11,7;0,3;6,0;1,8;0,0;69,5;0,0;19,7;0,0;18,8;1,0;0,0;0,0;0,0;0,0;6,2;0,0;0,0;0,0;8,4;0,0;0,0;0,5;12,2;14,6;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
2147004;1;01/01/1996;1;85,2;274,2;3;15;1;1;1;0;0;0,0;29,0;85,2;2,3;6,1;5,5;2,2;0,0;58,2;45,5;0,0;0,5;7,7;3,7;0,0;0,0;0,0;0,0;0,0;6,2;0,0;6,3;0,0;0,0;0,0;2,7;0,0;0,0;0,0;0,0;13,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/12/1995;1;62,0;300,1;13;18;1;1;1;0;0;0,0;6,2;0,0;2,3;0,0;0,0;0,0;13,6;0,0;0,0;14,0;14,7;62,0;14,2;0,0;0,0;0,0;2,1;34,5;3,5;39,5;15,5;10,9;0,0;0,0;21,6;0,4;26,1;10,4;8,6;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/11/1995;1;23,2;68,1;2;9;1;1;1;0;0;0,0;23,2;4,5;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,7;0,3;0,3;8,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,5;0,0;0,0;0,0;3,4;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/10/1995;1;61,1;154,3;14;13;1;1;1;0;0;1,0;0,3;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;4,9;61,1;20,5;0,0;23,5;19,9;1,5;0,4;9,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,5;8,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/09/1995;1;19,5;50,7;30;4;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,1;0,0;0,0;0,0;0,0;0,0;12,1;0,0;10,0;0,0;0,0;19,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/08/1995;1;0,6;0,6;6;1;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/07/1995;1;15,5;30,6;8;3;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,5;4,2;10,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/06/1995;1;7,3;7,5;26;2;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,3;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/05/1995;1;34,2;59,7;7;5;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;15,4;34,2;0,3;0,0;0,0;8,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/04/1995;1;55,5;94,5;1;8;1;1;1;0;0;55,5;0,0;0,0;0,0;0,0;0,0;4,7;0,0;0,3;24,1;0,4;3,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;4,5;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/03/1995;1;43,9;146,7;22;13;1;1;1;0;0;0,0;0,4;0,0;0,5;17,5;0,0;0,0;0,0;16,3;0,3;0,0;0,0;7,0;6,3;0,0;0,0;0,0;0,0;0,0;12,0;0,0;43,9;0,0;0,4;32,5;0,0;0,0;0,0;0,5;0,0;9,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/02/1995;1;56,1;384,6;4;20;1;1;1;0;0;0,2;0,5;36,0;56,1;47,4;0,0;37,7;28,5;17,7;0,2;24,0;12,7;21,3;11,0;27,7;5,0;8,6;18,7;5,6;17,7;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2147004;1;01/01/1995;1;118,0;321,1;29;19;1;1;1;0;0;15,8;0,9;6,0;64,0;3,0;8,3;0,0;0,3;5,0;1,9;1,9;1,7;22,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;26,8;2,4;0,0;0,0;0,0;25,9;0,0;118,0;1,9;2,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/12/1994;1;55,5;312,7;19;15;1;1;1;0;0;0,0;0,0;23,2;0,0;0,0;11,3;21,2;11,6;0,0;0,0;0,0;0,0;0,0;0,0;24,0;21,8;16,1;22,3;55,5;0,0;0,0;3,4;22,2;15,2;0,0;0,0;17,2;0,0;4,9;0,0;42,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/11/1994;1;39,5;124,5;19;13;1;1;1;0;0;0,0;0,0;2,9;0,0;0,0;6,4;10,2;0,0;0,0;1,1;0,0;7,4;0,0;5,0;0,0;11,0;0,0;10,5;39,5;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;21,5;5,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/10/1994;1;20,9;100,9;29;12;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;12,5;0,0;0,5;0,0;0,0;12,5;5,9;0,0;0,9;14,6;0,2;18,5;10,5;20,9;3,7;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/09/1994;1;0,0;0,0;0;0;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/08/1994;1;0,0;0,0;0;0;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/07/1994;1;13,2;14,4;23;3;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,2;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/06/1994;1;10,7;15,7;23;2;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,7;0,0;5,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/05/1994;1;39,6;54,7;15;6;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7;6,0;39,6;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;5,9;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/04/1994;1;11,1;47,3;7;8;1;1;1;0;0;0,0;9,0;0,0;0,0;0,0;0,0;11,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;0,0;0,0;0,0;8,5;5,8;0,0;5,9;0,4;0,0;0,0;1,7;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/03/1994;1;46,0;162,9;12;17;1;1;1;0;0;11,1;1,7;23,1;0,0;0,7;0,8;5,4;5,1;0,0;0,0;32,4;46,0;0,0;0,8;3,3;0,0;0,0;0,0;0,0;10,3;5,0;0,0;2,8;0,0;11,0;1,4;2,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/02/1994;1;59,7;138,3;8;11;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;59,7;0,0;0,3;0,0;14,7;39,0;0,0;3,0;3,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;1,3;3,7;8,4;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2147004;1;01/01/1994;1;43,9;327,2;30;24;1;1;1;0;0;10,0;1,0;2,0;17,8;0,0;3,0;1,5;23,8;21,7;19,2;0,0;0,0;2,1;23,6;6,0;4,0;2,0;0,0;10,4;1,7;32,0;1,7;3,0;1,9;18,0;39,5;37,4;0,0;0,0;43,9;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/12/1993;1;55,8;258,5;29;16;1;1;1;0;0;0,0;6,3;0,0;8,3;15,7;0,0;0,0;0,0;23,7;0,0;13,0;8,2;0,0;0,0;0,0;0,0;0,5;53,0;0,0;0,6;0,0;0,0;0,0;7,4;14,3;40,0;3,2;6,0;55,8;2,5;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/11/1993;1;39,3;78,9;23;7;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;12,0;0,8;0,0;0,0;14,4;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;11,2;39,3;0,0;0,2;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/10/1993;1;20,4;64,3;15;10;1;1;1;0;0;0,0;6,5;0,0;0,0;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,4;3,7;0,0;0,0;0,6;10,3;2,3;0,0;7,6;0,0;2,9;3,8;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/09/1993;1;33,2;97,1;22;10;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,8;0,3;0,0;0,5;0,0;0,0;0,0;6,0;0,0;15,3;0,0;0,0;0,0;0,0;33,2;0,0;15,5;7,0;0,0;6,0;0,5;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/08/1993;1;13,7;31,6;16;6;1;1;1;0;0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,7;13,7;0,0;0,0;0,0;8,1;0,0;0,0;0,0;7,3;0,3;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/07/1993;1;0,6;0,6;16;1;1;1;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/06/1993;1;21,0;55,6;5;7;1;1;1;0;0;15,0;0,0;0,0;0,0;21,0;0,7;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,2;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/05/1993;1;22,0;48,2;31;5;1;1;1;0;0;0,0;0,0;0,0;0,2;16,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;9,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2147004;1;01/04/1993;1;19,7;71,2;6;11;1;1;1;0;0;6,0;4,7;0,0;0,0;0,0;19,7;8,0;0,0;15,3;0,0;0,0;13,6;0,7;0,8;1,9;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2147004;1;01/03/1993;1;18,3;84,7;19;13;1;1;1;0;0;11,8;0,2;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,7;0,0;18,0;18,3;1,5;0,0;0,0;0,4;0,0;13,0;4,5;0,0;8,0;0,0;0,9;0,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
