//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 61834000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
61834000;1;01/03/1960;;1;1;548,86;182,19;297,7431;5;21;1;1;1;;;412,719;447,773;474,775;507,125;548,86;497,122;438,041;387,732;364,053;316,099;256,98;239,967;231,023;225,085;235,986;240,963;238,971;231,023;219,167;205,441;182,19;191,834;209,351;234,992;275,155;324,375;273,127;231,023;190,866;197,65;200,567;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/04/1960;;1;1;199,594;114,896;149,9167;9;27;1;1;1;;;170,705;144,305;159,32;170,705;176,435;178,351;187,004;197,65;199,594;187,004;178,351;174,523;168,801;142,442;138,726;138,726;136,872;136,872;138,726;136,872;133,175;127,655;123,992;123,992;118,523;116,708;114,896;120,343;125,822;130,411;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/05/1960;;1;1;203,49;102,32;131,5978;3;31;1;1;1;;;162,157;188,934;203,49;188,934;153,667;118,523;109,483;111,284;113,088;113,088;122,165;133,175;136,872;129,492;129,492;136,872;144,305;148,041;148,041;138,726;125,822;122,165;116,708;113,088;116,708;118,523;113,088;111,284;105,893;104,105;102,32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/06/1960;;1;1;129,492;86,445;102,8201;30;24;1;1;1;;;100,539;98,762;100,539;102,32;102,32;100,539;98,762;96,99;95,221;95,221;95,221;95,221;96,99;102,32;109,483;111,284;109,483;105,893;107,686;109,483;111,284;100,539;88,191;86,445;91,698;96,99;105,893;115,802;123,992;129,492;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/07/1960;;1;1;116,708;64,801;82,0285;1;31;1;1;1;;;116,708;105,893;98,762;93,457;88,191;86,445;89,942;93,457;93,457;84,703;84,703;82,993;82,993;81,273;79,566;81,273;81,273;81,273;79,566;79,566;77,872;74,524;72,87;71,229;69,602;67,988;66,388;67,988;74,524;69,602;64,801;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/08/1960;;1;1;71,229;51,157;59,7061;28;15;1;1;1;;;61,67;60,125;58,595;57,078;55,576;55,576;57,078;58,595;55,576;64,801;67,186;61,67;58,595;57,078;51,157;51,157;51,157;54,089;55,576;57,078;60,125;61,67;61,67;61,67;63,229;64,801;67,988;71,229;69,602;60,896;58,595;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/09/1960;;1;1;63,229;42,722;47,8572;1;17;1;1;1;;;63,229;58,595;55,576;54,089;54,089;52,616;51,157;51,157;49,714;49,714;46,871;44,09;44,09;44,09;44,09;44,09;42,722;42,722;42,722;42,722;45,473;46,871;46,871;46,871;45,473;44,09;44,09;44,09;46,871;46,871;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/10/1960;;1;1;76,191;44,09;54,1378;28;12;1;1;1;;;48,285;49,714;52,616;54,089;55,576;58,595;55,576;54,089;51,157;51,157;47,576;44,09;44,09;44,09;44,09;44,09;45,473;45,473;45,473;46,871;46,871;52,616;58,595;61,67;61,67;69,602;72,87;76,191;67,988;64,801;63,229;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/11/1960;;1;1;193,77;60,125;102,2228;29;5;1;1;1;;;63,229;63,229;63,229;61,67;60,125;63,229;66,388;71,229;83,834;95,221;96,99;87,318;79,566;77,03;81,273;79,566;79,566;88,191;96,99;102,32;104,105;114,896;132,253;146,172;132,253;151,789;169,753;179,31;193,77;182,19;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/12/1960;;1;1;642,039;61,67;241,5404;26;12;1;1;1;;;149,913;129,492;111,284;96,105;82,993;79,566;79,566;77,872;74,524;69,602;65,593;61,67;68,793;76,191;85,574;99,65;126,738;148,041;248,955;305,794;356,7;444,118;533,41;562,211;623,504;642,039;531,214;474,775;424,736;343,095;314,035;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/01/1961;;1;1;385,371;233,999;317,6408;8;19;1;1;1;;;305,794;316,099;330,6;325,411;318,166;337,882;381,834;385,371;378,304;369,318;357,749;345,184;336,84;314,035;290,422;288,38;274,141;261,005;233,999;252,963;271,102;265,038;265,038;275,155;298,608;334,758;371,426;385,371;366,158;324,375;286,34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/02/1961;;1;1;660,742;238,971;432,3816;18;12;1;1;1;;;275,155;258,991;254,97;259,998;263,02;268,068;283,284;283,284;281,249;258,991;244,955;238,971;314,035;445,336;505,872;573,412;630,435;660,742;577,912;600,574;600,574;605,138;618,897;637,389;637,389;573,412;494,628;460,004;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
61834000;1;01/03/1961;;1;1;542,222;234,992;422,3658;13;31;1;1;1;;;417,517;399,588;399,588;397,211;399,588;399,588;383,012;398,399;430,772;472,306;494,628;520,277;542,222;513,749;479,722;445,336;435,615;450,214;464,916;479,722;499,618;509,633;509,633;489,648;424,736;374,592;314,035;289,401;273,127;249,956;234,992;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/04/1961;;1;1;334,758;161,211;228,8109;8;17;1;1;1;;;227,062;223,11;225,085;229,041;242,958;254,97;285,321;334,758;295,535;274,141;258,991;242,958;240,963;227,062;199,594;176,435;161,211;170,705;186,04;191,834;201,541;199,594;189,9;187,004;195,709;202,515;236,98;250,958;271,102;281,249;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/05/1961;;1;1;277,184;140,582;190,7986;7;29;1;1;1;;;252,963;231,023;210,33;221,137;239,967;258,991;277,184;261,005;225,085;216,216;213,27;213,27;201,541;197,65;174,523;176,435;162,157;168,801;165;165,949;162,157;166,899;166,899;159,32;149,913;148,041;149,913;149,913;140,582;148,041;140,582;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/06/1961;;1;1;142,442;96,99;122,7019;8;13;1;1;1;;;131,332;125,822;122,165;127,655;133,175;133,175;140,582;142,442;135,022;133,175;129,492;111,284;96,99;113,088;127,655;123,992;122,165;123,992;118,523;118,523;120,343;122,165;123,992;118,523;116,708;118,523;114,896;113,088;113,088;109,483;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/07/1961;;1;1;109,483;88,191;98,677;1;30;1;1;1;;;109,483;107,686;105,893;105,893;105,893;105,893;105,893;104,105;104,105;104,105;102,32;102,32;102,32;102,32;102,32;102,32;100,539;96,99;95,221;93,457;93,457;91,698;91,698;91,698;91,698;91,698;91,698;89,942;89,942;88,191;88,191;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/08/1961;;1;1;88,191;74,524;81,7101;1;21;1;1;1;;;88,191;88,191;88,191;88,191;88,191;88,191;88,191;88,191;88,191;86,445;86,445;84,703;84,703;82,993;82,993;81,273;81,273;79,566;79,566;76,191;74,524;76,191;77,872;77,872;77,872;76,191;74,524;74,524;74,524;74,524;74,524;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/09/1961;;1;1;74,524;51,157;62,1718;1;25;1;1;1;;;74,524;74,524;69,602;67,988;66,388;63,229;63,229;61,67;63,229;67,988;71,229;67,988;64,801;64,801;61,67;61,67;60,125;58,595;63,229;64,801;67,988;64,801;58,595;54,089;51,157;51,157;51,157;51,157;52,616;51,157;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/10/1961;;1;1;67,988;48,285;56,9054;31;9;1;1;1;;;51,157;52,616;54,089;55,576;52,616;51,157;51,157;52,616;48,285;48,285;49,714;52,616;51,157;51,157;49,714;52,616;57,078;63,229;64,801;63,229;64,801;66,388;61,67;58,595;57,078;58,595;61,67;63,229;64,801;66,388;67,988;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/11/1961;;1;1;165;67,988;111,055;14;1;1;1;1;;;67,988;67,988;67,988;71,229;81,273;102,32;120,343;129,492;114,896;113,088;109,483;118,523;136,872;165;140,582;133,175;127,655;129,492;123,992;118,523;116,708;118,523;120,343;114,896;114,896;111,284;105,893;98,762;95,221;95,221;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/12/1961;;1;1;273,127;77,03;126,9639;22;4;1;1;1;;;91,698;85,574;82,993;77,03;82,993;84,703;81,273;86,445;91,698;91,698;96,99;98,762;91,698;91,698;91,698;95,221;100,539;102,32;105,893;135,022;193,77;273,127;195,709;148,041;138,726;135,022;116,708;169,753;240,963;236,98;221,137;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/01/1962;;1;1;336,84;127,655;202,542;22;15;1;1;1;;;194,739;144,305;140,582;138,726;138,726;142,442;146,172;149,913;161,211;166,899;157,433;146,172;135,947;129,492;127,655;135,022;149,913;184,113;216,216;239,967;303,739;336,84;322,303;307,852;297,583;309,911;299,633;267,057;245,954;225,085;217,199;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/02/1962;;1;1;507,125;221,137;367,7714;11;1;1;1;1;;;221,137;230,032;236,98;250,958;283,284;350,412;415,116;447,773;502,118;504,62;507,125;507,125;507,125;507,125;502,118;476,011;421,123;376,705;349,366;334,758;318,166;301,685;295,535;293,488;283,284;292,466;305,794;276,169;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
61834000;1;01/03/1962;;1;1;582,423;169,753;345,8012;19;10;1;1;1;;;253,966;184,113;208,373;234,992;256,98;268,068;248,955;225,085;208,373;169,753;189,9;234,992;355,651;400,778;460,004;499,618;537,81;575,661;582,423;568,923;533,41;487,162;469,84;433,192;377,129;360,899;316,099;293,488;282,266;256,98;244,955;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/04/1962;;1;1;250,958;127,655;178,2209;2;29;1;1;1;;;248,955;250,958;246,954;244,955;234,992;236,98;233,006;226,073;199,594;191,834;186,04;186,04;174,523;163,104;155,549;153,667;155,549;155,549;153,667;148,041;146,172;149,913;153,667;146,172;144,305;136,872;133,175;129,492;127,655;133,175;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/05/1962;;1;1;199,594;107,686;140,9787;5;29;1;1;1;;;149,913;165;182,19;189,9;199,594;198,622;186,04;177,393;150,851;146,172;142,442;140,582;138,726;135,022;133,175;133,175;136,872;135,022;133,175;136,872;130,411;122,165;120,343;111,284;109,483;113,088;109,483;109,483;107,686;113,088;113,088;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/06/1962;;1;1;168,801;86,445;117,8928;10;24;1;1;1;;;120,343;129,492;122,165;115,802;116,708;135,022;138,726;149,913;163,104;168,801;159,32;146,172;140,582;129,492;125,822;120,343;114,896;107,686;105,893;104,105;98,762;96,99;89,942;86,445;88,191;86,445;89,942;91,698;95,221;98,762;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/07/1962;;1;1;102,32;74,524;88,283;2;31;1;1;1;;;100,539;102,32;96,99;95,221;91,698;91,698;88,191;86,445;84,703;84,703;82,993;79,566;82,993;84,703;86,445;86,445;91,698;91,698;89,942;89,942;88,191;88,191;89,942;84,703;91,698;88,191;89,942;88,191;82,993;81,273;74,524;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/08/1962;;1;1;89,942;63,229;73,4792;27;17;1;1;1;;;71,229;72,87;76,191;76,191;74,524;77,872;76,191;67,988;67,988;71,229;82,993;82,993;72,048;67,988;66,388;64,801;63,229;66,388;64,801;64,801;63,229;63,229;63,229;66,388;81,273;81,273;89,942;88,191;82,993;84,703;84,703;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/09/1962;;1;1;96,99;61,67;78,8272;9;30;1;1;1;;;82,993;84,703;86,445;82,993;81,273;79,566;82,993;91,698;96,99;89,942;78,717;91,698;93,457;93,457;91,698;88,191;84,703;79,566;77,872;74,524;69,602;69,602;64,801;64,801;64,801;64,801;64,801;63,229;63,229;61,67;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/10/1962;;1;1;261,005;64,801;135,4128;13;1;1;1;1;;;64,801;78,717;94,339;114,896;137,799;187,968;199,594;142,442;135,022;140,582;169,753;217,199;261,005;261,005;229,041;149,913;136,872;135,022;125,822;118,523;114,896;109,483;104,105;100,539;100,539;91,698;81,273;79,566;76,191;102,32;136,872;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/11/1962;;1;1;189,9;69,602;119,8309;3;17;1;1;1;;;166,899;180,269;189,9;157,433;146,172;133,175;122,165;118,523;124,906;146,172;146,172;144,305;123,992;106,789;96,105;82,993;69,602;74,524;82,993;95,221;109,483;134,098;132,253;121,254;112,185;107,686;104,105;94,339;89,942;81,273;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/12/1962;;1;1;417,517;74,524;243,5387;31;1;1;1;1;;;74,524;81,273;89,942;100,539;129,492;166,899;203,49;213,27;184,113;163,104;157,433;168,801;252,963;244,955;289,401;283,284;287,36;329,561;359,849;379,48;345,184;330,6;336,84;299,633;278,2;263,02;249,956;234,992;273,127;360,899;417,517;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/01/1963;;1;1;646,699;335,799;441,2571;5;26;1;1;1;;;474,775;535,609;582,423;642,039;646,699;609,714;529,021;469,84;427,148;405,545;401,969;413,917;425,942;424,736;405,545;392,465;406,739;429,564;457,552;445,336;435,615;421,123;374,592;345,184;337,882;335,799;378,304;383,012;398,399;379,48;363,002;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/02/1963;;1;1;407,933;234,992;306,5974;10;20;1;1;1;;;339,966;307,852;307,852;301,685;309,911;321,268;254,97;381,834;403,16;407,933;374,592;336,84;310,941;254,97;250,958;252,963;246,954;242,958;238,971;234,992;242,958;247,954;311,972;334,758;349,366;364,053;350,412;301,685;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
61834000;1;01/03/1963;;1;1;299,633;148,041;201,8084;8;25;1;1;1;;;248,955;234,992;226,073;227,062;236,98;237,975;291,443;299,633;293,488;259,998;213,27;205,441;208,373;189,9;166,899;166,899;177,393;170,705;167,849;177,393;184,113;177,393;170,705;163,104;148,041;174,523;177,393;172,613;168,801;163,104;155,549;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/04/1963;;1;1;149,913;96,99;123,7846;1;30;1;1;1;;;149,913;146,172;144,305;138,726;134,098;129,492;127,655;129,492;135,022;136,872;135,022;131,332;127,655;127,655;125,822;123,078;129,492;125,822;120,343;118,523;114,896;114,896;113,088;109,483;109,483;105,893;105,893;104,105;102,32;96,99;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/05/1963;;1;1;107,686;74,524;90,8198;7;13;1;1;1;;;91,698;88,191;88,191;95,221;104,105;105,893;107,686;104,999;98,762;96,99;93,457;82,993;74,524;74,524;76,191;77,872;81,273;88,191;100,539;104,105;100,539;100,539;102,32;100,539;95,221;84,703;81,273;77,872;77,872;79,566;79,566;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/06/1963;;1;1;91,698;67,988;79,133;16;27;1;1;1;;;81,273;81,273;82,993;82,993;82,993;81,273;79,566;81,273;82,993;84,703;84,703;82,993;81,273;84,703;86,445;91,698;84,703;82,993;79,566;77,872;74,524;74,524;72,87;71,229;71,229;69,602;67,988;67,988;71,229;74,524;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/07/1963;;1;1;76,191;64,801;70,4712;3;11;1;1;1;;;74,524;74,524;76,191;71,229;71,229;69,602;69,602;67,988;67,988;67,988;64,801;64,801;67,988;71,229;71,229;71,229;72,87;74,524;74,524;74,524;74,524;76,191;74,524;71,229;69,602;67,988;64,801;64,801;67,988;67,988;66,388;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/08/1963;;1;1;69,602;58,595;62,4024;3;18;1;1;1;;;66,388;66,388;69,602;69,602;67,988;67,988;63,229;61,67;61,67;61,67;63,229;63,229;61,67;63,229;63,229;63,229;61,67;58,595;58,595;61,67;60,125;61,67;58,595;58,595;58,595;58,595;58,595;58,595;61,67;61,67;63,229;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/09/1963;;1;1;61,67;44,09;49,617;1;19;1;1;1;;;61,67;60,125;58,595;58,595;57,078;54,089;54,089;52,616;52,616;51,157;51,157;51,157;48,285;46,871;46,871;45,473;45,473;45,473;44,09;45,473;46,871;46,871;46,871;46,871;45,473;45,473;45,473;45,473;44,09;44,09;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/10/1963;;1;1;79,566;38,712;49,7565;31;18;1;1;1;;;44,09;44,09;44,09;44,09;44,09;42,722;42,722;44,09;42,722;42,722;42,722;41,369;41,369;40,033;40,033;40,033;40,033;38,712;38,712;41,369;49,714;52,616;55,576;59,358;64,801;64,801;67,186;63,229;69,602;76,191;79,566;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/11/1963;;1;1;93,457;58,595;73,872;18;30;1;1;1;;;89,942;82,993;79,566;73,695;65,593;63,229;64,801;67,988;67,988;69,602;64,801;60,896;63,229;72,87;74,524;84,703;88,191;93,457;91,698;93,457;82,993;81,273;82,993;74,524;67,988;60,125;66,388;66,388;61,67;58,595;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/12/1963;;1;1;64,801;31,128;44,8713;1;28;1;1;1;;;64,801;60,896;52,616;54,089;55,576;55,576;54,089;49,714;46,871;46,871;44,09;44,09;49,714;48,285;44,09;42,722;41,369;38,712;36,118;34,846;36,118;46,17;48,998;42,722;40,033;38,712;37,407;31,128;33,59;37,407;33,59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/01/1964;;1;1;269,079;34,846;91,3207;28;1;1;1;1;;;34,846;40,033;44,09;46,17;51,157;58,595;57,078;61,67;63,229;60,125;51,157;58,595;64,801;67,186;51,157;48,285;46,871;49,714;58,595;63,229;61,67;40,033;41,369;58,595;146,172;184,113;255,975;269,079;256,98;231,023;209,351;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/02/1964;;1;1;314,035;113,088;200,8886;23;3;1;1;1;;;179,31;147,106;113,088;131,332;171,659;182,19;184,113;155,549;136,872;122,165;136,872;149,913;143,373;148,041;166,899;179,31;248,955;263,02;261,005;261,005;273,127;285,321;314,035;291,443;281,249;270,09;238,971;215,234;174,523;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
61834000;1;01/03/1964;;1;1;165;71,229;103,8142;3;27;1;1;1;;;148,977;162,157;165;144,305;146,172;133,175;122,165;109,483;113,088;97,875;105,893;98,762;95,221;89,942;85,574;82,993;105,893;109,483;111,284;111,284;105,893;93,457;82,131;74,524;74,524;72,87;71,229;71,229;74,524;79,566;79,566;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/04/1964;;1;1;122,165;51,157;77,3749;5;27;1;1;1;;;79,566;81,273;102,32;115,802;122,165;120,343;100,539;91,698;88,191;84,703;79,566;74,524;72,87;68,793;67,988;69,602;71,229;76,191;67,988;67,988;64,801;65,593;58,595;58,595;54,089;52,616;51,157;60,896;73,695;77,872;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/05/1964;;1;1;223,11;69,602;103,0414;9;29;1;1;1;;;82,993;89,942;96,99;104,105;109,483;127,655;165;198,622;223,11;165;125,822;107,686;98,762;98,762;93,457;100,539;104,105;96,105;81,273;79,566;81,273;82,993;81,273;79,566;77,872;79,566;76,191;72,87;69,602;71,229;72,87;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/06/1964;;1;1;77,872;51,157;64,7894;17;30;1;1;1;;;66,388;67,186;69,602;71,229;69,602;69,602;67,988;64,801;61,67;64,801;61,67;60,125;58,595;61,67;58,595;67,988;77,872;74,524;72,87;66,388;64,801;61,67;55,576;68,793;66,388;63,229;58,595;63,229;57,078;51,157;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/07/1964;;1;1;91,698;55,576;68,1002;7;29;1;1;1;;;57,835;68,793;81,273;84,703;86,445;88,191;91,698;88,191;88,191;81,273;72,87;69,602;61,67;64,801;64,801;63,229;60,125;60,125;61,67;63,229;63,229;60,125;58,595;61,67;60,125;61,67;61,67;57,078;55,576;55,576;57,078;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/08/1964;;1;1;57,078;41,369;48,6866;1;20;1;1;1;;;57,078;55,576;55,576;55,576;54,089;57,078;57,078;52,616;51,157;46,871;42,722;44,09;48,285;52,616;48,285;49,714;48,285;46,871;44,09;41,369;46,871;46,871;46,871;46,871;45,473;45,473;44,09;45,473;44,09;44,09;44,09;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/09/1964;;1;1;78,717;31,128;40,2866;30;22;1;1;1;;;42,722;41,369;45,473;44,09;40,033;37,407;34,846;36,118;38,712;37,407;37,407;36,118;36,118;36,118;37,407;37,407;34,846;33,59;33,59;33,59;32,351;31,128;31,128;31,128;37,407;44,09;46,871;52,616;68,793;78,717;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/10/1964;;1;1;203,49;58,595;93,5297;9;18;1;1;1;;;82,993;79,566;80,418;125,822;163,104;161,211;162,157;189,9;203,49;153,667;129,492;96,99;82,131;72,87;66,388;66,388;60,125;58,595;60,125;58,595;63,229;67,988;67,988;67,988;66,388;58,595;60,125;63,229;66,388;77,03;86,445;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/11/1964;;1;1;150,851;69,602;99,9663;23;16;1;1;1;;;97,875;134,098;142,442;112,185;109,483;116,708;100,539;107,686;114,896;96,99;91,698;91,698;85,574;77,872;74,524;69,602;82,993;79,566;82,993;91,698;104,999;121,254;150,851;135,947;120,343;96,99;84,703;77,03;74,524;71,229;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
